"","geneID","transcript_id","chromosome_RefSeq","start","stop"
"98","111949386","XM_023966498.1","NC_036862.1",26666872,26678447
"99","111949386","XM_023966499.1","NC_036862.1",26666872,26678447
"100","111949386","XM_023966500.1","NC_036862.1",26666872,26678447
"101","111949387","XM_023966504.1","NC_036840.1",5178594,5185068
"102","111949388","XM_023966501.1","NC_036862.1",26437298,26447058
"103","111949389","XM_023966502.1","NC_036862.1",26513319,26529701
"104","111949389","XM_023966503.1","NC_036862.1",26513319,26529702
"105","111949389","XM_023966505.2","NC_036862.1",26513319,26529701
"106","111949389","XM_023966506.1","NC_036862.1",26513319,26529700
"107","111949389","XM_023966507.1","NC_036862.1",26513319,26529701
"108","111949389","XM_023966508.1","NC_036862.1",26513319,26529701
"109","111949389","XM_023966509.1","NC_036862.1",26513319,26529700
"110","111949389","XM_023966510.1","NC_036862.1",26513319,26529699
"111","111949389","XM_023966511.1","NC_036862.1",26513319,26529701
"112","111949389","XM_023966512.1","NC_036862.1",26513319,26529700
"113","111949389","XM_023966513.1","NC_036862.1",26513319,26529698
"114","111949389","XM_023966514.1","NC_036862.1",26513319,26529697
"115","111949390","XM_023966519.1","NC_036840.1",5201549,5205387
"116","111949390","XM_023966527.1","NC_036840.1",5201549,5205353
"117","111949391","XM_023966515.1","NC_036862.1",26590308,26665886
"118","111949391","XM_023966517.1","NC_036862.1",26590308,26665886
"119","111949392","XM_023966518.1","NC_036862.1",26241643,26259389
"120","111949392","XM_023966520.1","NC_036862.1",26241643,26256997
"121","111949393","XM_023966521.1","NC_036862.1",26534654,26539816
"122","111949394","XM_023966522.2","NC_036862.1",26705792,26712393
"123","111949395","XM_023966523.1","NC_036862.1",26720079,26724377
"124","111949396","XM_023966524.2","NC_036862.1",26446222,26456048
"125","111949397","XM_023966525.1","NC_036862.1",26228862,26232471
"126","111949398","XM_023966526.2","NC_036862.1",26214950,26227675
"127","111949400","XM_023966529.1","NC_036862.1",26232558,26234581
"128","111949401","XM_023966530.1","NC_036862.1",26432140,26435264
"129","111949401","XM_023966531.1","NC_036862.1",26431818,26435264
"130","111949405","XM_023966532.1","NC_036862.1",10044591,10088201
"131","111949406","XM_023966537.1","NC_036840.1",5198104,5201387
"132","111949407","XM_023966533.1","NC_036862.1",13882128,13902969
"133","111949407","XM_023966534.1","NC_036862.1",13882128,13902969
"134","111949407","XM_023966535.1","NC_036862.1",13882128,13902969
"135","111949408","XM_023966536.1","NC_036862.1",35071146,35171752
"136","111949409","XM_023966538.1","NC_036862.1",12677548,12683429
"137","111949409","XM_023966539.1","NC_036862.1",12677548,12683428
"138","111949409","XM_023966540.1","NC_036862.1",12677548,12683429
"139","111949410","XM_023966541.2","NC_036862.1",2893804,2934096
"140","111949410","XM_023966542.1","NC_036862.1",2893804,2934095
"141","111949410","XM_023966543.2","NC_036862.1",2893804,2934096
"142","111949410","XM_023966544.1","NC_036862.1",2893804,2934095
"143","111949410","XM_024134502.1","NC_036862.1",2893804,2933901
"144","111949411","XM_023966545.2","NC_036862.1",13215722,13229872
"145","111949411","XM_023966546.2","NC_036862.1",13223262,13229872
"146","111949412","XM_023966550.1","NC_036840.1",5188408,5189642
"147","111949413","XM_023966547.2","NC_036862.1",25680448,25804001
"148","111949414","XM_023966548.1","NC_036862.1",9550205,9581325
"149","111949414","XM_023966549.1","NC_036862.1",9550205,9581323
"150","111949414","XM_023966551.1","NC_036862.1",9550205,9560454
"151","111949415","XM_023966552.1","NC_036862.1",14931933,14934736
"152","111949416","XM_023966553.1","NC_036862.1",14935192,14941220
"153","111949416","XM_023966554.1","NC_036862.1",14935192,14941220
"154","111949416","XM_023966555.1","NC_036862.1",14935192,14941219
"155","111949416","XM_023966556.1","NC_036862.1",14935192,14941218
"156","111949417","XM_023966557.1","NC_036862.1",17794555,17813653
"157","111949417","XM_023966558.1","NC_036862.1",17794555,17813653
"158","111949417","XM_023966559.1","NC_036862.1",17794555,17810141
"159","111949418","XM_023966606.1","NC_036838.1",3721763,3729346
"160","111949418","XM_023966688.1","NC_036838.1",3721763,3728981
"161","111949419","XM_023966564.1","NC_036840.1",5206805,5219637
"162","111949420","XM_023966560.1","NC_036862.1",31372001,31375818
"163","111949420","XM_023966561.1","NC_036862.1",31372001,31375817
"164","111949420","XM_023966562.1","NC_036862.1",31372001,31375818
"165","111949420","XM_023966563.1","NC_036862.1",31372001,31374794
"166","111949420","XM_023966565.1","NC_036862.1",31371244,31373643
"167","111949421","XM_023966566.2","NC_036862.1",33428615,33434552
"168","111949421","XM_023966567.2","NC_036862.1",33428607,33434552
"169","111949421","XM_023966568.2","NC_036862.1",33428605,33434552
"170","111949422","XM_023966569.1","NC_036862.1",10114940,10136838
"171","111949422","XM_023966570.1","NC_036862.1",10114940,10136838
"172","111949423","XM_023966571.2","NC_036862.1",33449538,33452131
"173","111949425","XM_023966576.1","NC_036840.1",5238890,5241608
"174","111949426","XM_023966572.1","NC_036862.1",9727058,9747434
"175","111949426","XM_023966573.1","NC_036862.1",9727058,9747434
"176","111949427","XM_023966574.1","NC_036862.1",9753962,9771375
"177","111949427","XM_023966575.1","NC_036862.1",9753925,9771375
"178","111949427","XM_023966577.1","NC_036862.1",9758339,9771375
"179","111949427","XM_023966578.1","NC_036862.1",9763283,9771375
"180","111949427","XM_023966579.1","NC_036862.1",9758434,9771375
"181","111949427","XM_023966580.1","NC_036862.1",9758340,9771375
"182","111949427","XM_023966581.1","NC_036862.1",9759222,9771375
"183","111949428","XM_023966582.2","NC_036862.1",3140344,3151846
"184","111949430","XM_023966591.2","NC_036840.1",5246801,5275457
"185","111949431","XM_023966588.2","NC_036862.1",27214849,27225893
"186","111949431","XM_023966589.2","NC_036862.1",27214849,27225892
"187","111949431","XM_023966590.2","NC_036862.1",27214849,27225893
"188","111949431","XM_023966592.2","NC_036862.1",27214849,27225892
"189","111949431","XM_023966593.2","NC_036862.1",27214849,27225892
"190","111949431","XM_023966594.2","NC_036862.1",27214849,27225892
"191","111949431","XM_023966595.2","NC_036862.1",27214849,27225892
"192","111949431","XM_023966596.2","NC_036862.1",27219742,27225892
"193","111949431","XM_023966597.2","NC_036862.1",27214849,27225891
"194","111949431","XM_023966598.2","NC_036862.1",27214849,27225892
"195","111949431","XM_023966599.2","NC_036862.1",27214849,27225892
"196","111949431","XM_023966603.2","NC_036862.1",27214849,27225891
"197","111949431","XM_023966605.2","NC_036862.1",27214849,27225891
"198","111949431","XM_023966609.2","NC_036862.1",27214849,27225890
"199","111949431","XM_023966610.2","NC_036862.1",27214849,27225890
"200","111949431","XM_023966611.2","NC_036862.1",27214849,27225890
"201","111949431","XM_023966612.2","NC_036862.1",27214849,27225890
"202","111949431","XM_023966613.2","NC_036862.1",27214849,27225887
"203","111949431","XM_023966614.2","NC_036862.1",27214849,27225889
"204","111949431","XM_023966615.2","NC_036862.1",27214849,27225889
"205","111949431","XM_023966617.2","NC_036862.1",27214849,27225885
"206","111949431","XM_023966619.2","NC_036862.1",27214849,27225882
"207","111949431","XM_023966620.2","NC_036862.1",27214849,27225883
"208","111949431","XM_023966622.2","NC_036862.1",27214849,27225879
"209","111949431","XM_023966623.2","NC_036862.1",27214849,27225878
"210","111949431","XM_023966624.2","NC_036862.1",27214849,27225878
"211","111949432","XM_023966607.1","NC_036840.1",5277064,5295308
"212","111949432","XM_023966618.1","NC_036840.1",5277064,5295308
"213","111949433","XM_023966625.2","NC_036862.1",27241056,27249186
"214","111949434","XM_023966630.1","NC_036840.1",5296237,5348928
"215","111949435","XM_023966627.2","NC_036862.1",27249605,27252790
"216","111949436","XM_023966628.2","NC_036862.1",19666194,19676770
"217","111949437","XM_023966629.1","NC_036862.1",5371306,5380319
"218","111949438","XM_023966631.1","NC_036862.1",28939665,28949116
"219","111949438","XM_023966632.1","NC_036862.1",28939663,28946231
"220","111949440","XM_023966636.2","NC_036862.1",2496148,2520883
"221","111949441","XM_023966641.1","NC_036840.1",5427120,5445625
"222","111949442","XM_023966637.1","NC_036862.1",13241834,13245192
"223","111949442","XM_023966638.2","NC_036862.1",13241834,13246587
"224","111949443","XM_023966639.1","NC_036862.1",4367457,4380234
"225","111949443","XM_023966640.1","NC_036862.1",4366752,4380234
"226","111949443","XM_023966642.2","NC_036862.1",4359677,4380234
"227","111949443","XM_023966643.1","NC_036862.1",4367346,4380234
"228","111949443","XM_024134503.1","NC_036862.1",4367086,4380234
"229","111949446","XM_023966644.1","NC_036862.1",16123556,16137956
"230","111949447","XM_023966645.1","NC_036862.1",28515470,28560727
"231","111949447","XM_023966646.1","NC_036862.1",28516449,28560727
"232","111949447","XM_023966647.1","NC_036862.1",28516449,28548396
"233","111949448","XM_023966652.2","NC_036840.1",5532737,5538094
"234","111949448","XM_023966659.2","NC_036840.1",5532737,5538094
"235","111949448","XM_023966667.1","NC_036840.1",5532021,5538094
"236","111949448","XM_023966674.1","NC_036840.1",5525340,5538094
"237","111949448","XM_023966683.1","NC_036840.1",5533626,5538094
"238","111949448","XM_023966693.1","NC_036840.1",5533626,5538094
"239","111949449","XM_023966648.1","NC_036862.1",18288312,18353046
"240","111949450","XM_023966649.1","NC_036862.1",9785823,9798086
"241","111949451","XM_023966650.1","NC_036862.1",9815233,9820637
"242","111949451","XM_023966651.1","NC_036862.1",9814711,9820637
"243","111949452","XM_023966653.1","NC_036862.1",9844065,9849498
"244","111949452","XM_023966654.1","NC_036862.1",9844260,9849498
"245","111949455","XM_023966655.1","NC_036862.1",14808254,14867592
"246","111949455","XM_023966656.1","NC_036862.1",14831948,14867592
"247","111949455","XM_023966657.1","NC_036862.1",14808254,14867592
"248","111949455","XM_023966658.1","NC_036862.1",14808254,14867592
"249","111949455","XM_023966660.1","NC_036862.1",14808254,14867592
"250","111949457","XM_023966662.2","NC_036862.1",23583096,23591450
"251","111949458","XM_023966663.1","NC_036862.1",23316802,23417249
"252","111949458","XM_023966664.1","NC_036862.1",23316802,23417250
"253","111949458","XM_023966665.1","NC_036862.1",23316802,23417249
"254","111949460","XM_023966666.2","NC_036862.1",26748117,26753039
"255","111949460","XM_023966668.2","NC_036862.1",26748128,26753039
"256","111949462","XM_023966669.1","NC_036862.1",6909623,6922463
"257","111949463","XM_023966670.1","NC_036862.1",32174946,32194517
"258","111949464","XM_023966671.1","NC_036862.1",32167608,32174879
"259","111949464","XM_023966672.1","NC_036862.1",32167608,32174879
"260","111949465","XM_023966673.1","NC_036862.1",32197714,32204273
"261","111949466","XM_023966675.1","NC_036862.1",8967129,8975351
"262","111949466","XM_023966676.1","NC_036862.1",8967129,8975351
"263","111949467","XM_023966677.1","NC_036862.1",8959515,8965836
"264","111949467","XM_023966678.1","NC_036862.1",8957138,8965836
"265","111949468","XM_023966679.1","NC_036862.1",23626033,23674927
"266","111949468","XM_023966680.2","NC_036862.1",23626352,23674927
"267","111949469","XM_023966681.2","NC_036862.1",7384604,7410468
"268","111949469","XM_023966682.1","NC_036862.1",7385093,7410468
"269","111949470","XM_023966684.1","NC_036862.1",10558023,10567696
"270","111949470","XM_023966685.1","NC_036862.1",10558023,10567696
"271","111949470","XM_023966686.1","NC_036862.1",10558515,10567696
"272","111949472","XM_023966689.1","NC_036862.1",9866611,9870402
"273","111949473","XM_023966690.1","NC_036862.1",9870487,9872689
"274","111949473","XM_023966691.1","NC_036862.1",9870531,9872689
"275","111949475","XM_023966694.2","NC_036862.1",37356684,37357774
"276","111949476","XM_023966695.2","NC_036862.1",37367195,37393631
"277","111949477","XM_023966696.1","NC_036862.1",10730187,10750524
"278","111949477","XM_023966697.1","NC_036862.1",10730186,10750524
"279","111949478","XM_023966698.1","NC_036862.1",19876655,19883738
"280","111949478","XM_023966699.1","NC_036862.1",19876655,19883738
"281","111949479","XM_023966700.1","NC_036862.1",8181614,8182798
"282","111949480","XM_023966701.2","NC_036862.1",2748417,2763679
"283","111949480","XM_023966702.2","NC_036862.1",2736533,2763679
"284","111949480","XM_023966703.2","NC_036862.1",2740458,2763679
"285","111949480","XM_023966704.2","NC_036862.1",2740455,2763679
"286","111949480","XM_023966705.1","NC_036862.1",2736533,2763679
"287","111949480","XM_023966707.2","NC_036862.1",2740455,2763679
"288","111949480","XM_023966708.1","NC_036862.1",2749118,2763679
"289","111949481","XM_023966706.1","NC_036840.1",5538078,5543246
"290","111949484","XM_023966710.1","NC_036862.1",28994693,29015418
"291","111949484","XM_023966711.1","NC_036862.1",28994692,29015418
"292","111949484","XM_023966712.1","NC_036862.1",28994693,29015418
"293","111949484","XM_023966713.1","NC_036862.1",28994693,29015418
"294","111949484","XM_023966714.1","NC_036862.1",28994689,29014177
"295","111949485","XM_023966718.1","NC_036840.1",5527890,5531704
"296","111949487","XM_024134504.1","NC_036862.1",19649197,19659580
"297","111949488","XM_023966717.1","NC_036862.1",24521146,24525805
"298","111949488","XM_023966719.1","NC_036862.1",24521146,24525785
"299","111949488","XM_023966720.1","NC_036862.1",24521146,24525805
"300","111949488","XM_023966721.1","NC_036862.1",24521146,24525784
"301","111949489","XM_023966722.1","NC_036862.1",8108145,8110686
"302","111949490","XM_023966723.1","NC_036862.1",6478498,6486825
"303","111949491","XM_023966724.1","NC_036862.1",5860165,5865772
"304","111949491","XM_023966725.1","NC_036862.1",5860165,5865772
"305","111949492","XM_023966726.1","NC_036862.1",5865877,5867349
"306","111949493","XM_023966731.1","NC_036840.1",5566088,5572507
"307","111949494","XM_023966727.1","NC_036862.1",680066,692229
"308","111949494","XM_023966728.1","NC_036862.1",680066,692235
"309","111949496","XM_023966730.1","NC_036862.1",18210855,18220566
"310","111949498","XM_023966732.1","NC_036862.1",31912965,31915960
"311","111949499","XM_023966733.1","NC_036862.1",8172214,8175429
"312","111949500","XM_023966734.1","NC_036862.1",37288048,37290337
"313","111949501","XM_023966735.2","NC_036862.1",33036063,33089221
"314","111949502","XM_023966736.1","NC_036862.1",14620869,14658654
"315","111949503","XM_023966737.1","NC_036862.1",26917342,26928745
"316","111949504","XM_023966742.1","NC_036840.1",5574619,5586686
"317","111949504","XM_023966751.1","NC_036840.1",5574619,5586688
"318","111949505","XM_023966738.1","NC_036862.1",20968830,21052098
"319","111949505","XM_023966739.1","NC_036862.1",20968830,21052088
"320","111949505","XM_023966740.1","NC_036862.1",20968830,21052098
"321","111949506","XM_023966741.1","NC_036862.1",21094039,21128509
"322","111949507","XM_023966743.1","NC_036862.1",21052075,21094131
"323","111949508","XM_023966744.1","NC_036862.1",13926372,13942288
"324","111949509","XM_023966745.1","NC_036862.1",34986175,34997328
"325","111949510","XM_023966746.1","NC_036862.1",15484788,15489929
"326","111949510","XM_023966747.1","NC_036862.1",15485566,15489929
"327","111949510","XM_023966748.1","NC_036862.1",15484787,15489929
"328","111949510","XM_023966749.1","NC_036862.1",15484788,15489929
"329","111949510","XM_023966750.1","NC_036862.1",15484787,15489929
"330","111949511","XM_023966752.1","NC_036862.1",23259341,23264177
"331","111949512","XM_023966753.1","NC_036862.1",23264288,23265626
"332","111949514","XM_023966754.1","NC_036862.1",27359092,27360035
"333","111949514","XM_023966755.1","NC_036862.1",27358598,27360035
"334","111949515","XM_023966756.1","NC_036862.1",10194845,10206820
"335","111949515","XM_023966757.1","NC_036862.1",10197413,10206820
"336","111949517","XM_023966758.1","NC_036862.1",9873343,9905243
"337","111949517","XM_023966759.1","NC_036862.1",9888969,9905243
"338","111949518","XM_023966760.1","NC_036862.1",25593667,25611782
"339","111949518","XM_023966761.1","NC_036862.1",25593667,25611782
"340","111949518","XM_023966762.1","NC_036862.1",25593667,25611782
"341","111949518","XM_023966763.1","NC_036862.1",25593667,25611782
"342","111949518","XM_023966764.1","NC_036862.1",25593667,25611782
"343","111949518","XM_023966765.1","NC_036862.1",25593667,25609651
"344","111949519","XM_023966766.1","NC_036862.1",16162900,16174908
"345","111949519","XM_023966767.1","NC_036862.1",16162900,16178264
"346","111949519","XM_023966768.1","NC_036862.1",16162900,16174910
"347","111949520","XM_023966771.1","NC_036840.1",5704543,5708520
"348","111949520","XM_023966781.1","NC_036840.1",5704543,5708514
"349","111949521","XM_023966769.2","NC_036862.1",13435625,13445734
"350","111949523","XM_023966816.1","NC_036838.1",3758558,3779592
"351","111949523","XM_023966896.1","NC_036838.1",3758558,3779592
"352","111949524","XM_023966772.1","NC_036862.1",20304254,20313666
"353","111949524","XM_023966773.1","NC_036862.1",20304254,20313666
"354","111949524","XM_023966774.1","NC_036862.1",20304254,20313666
"355","111949524","XM_023966775.1","NC_036862.1",20304254,20312889
"356","111949524","XM_023966776.1","NC_036862.1",20304254,20312853
"357","111949524","XM_023966777.1","NC_036862.1",20304254,20312914
"358","111949524","XM_023966778.1","NC_036862.1",20304254,20313666
"359","111949524","XM_023966779.1","NC_036862.1",20304254,20313666
"360","111949525","XM_023966780.1","NC_036862.1",29419296,29428221
"361","111949525","XM_023966782.1","NC_036862.1",29419296,29421387
"362","111949526","XM_023966783.1","NC_036862.1",28950580,28967992
"363","111949526","XM_023966784.1","NC_036862.1",28950580,28968008
"364","111949526","XM_023966785.1","NC_036862.1",28950580,28967992
"365","111949527","XM_023966786.2","NC_036862.1",2210730,2357922
"366","111949527","XM_023966787.2","NC_036862.1",2210730,2357922
"367","111949527","XM_023966788.2","NC_036862.1",2210730,2357921
"368","111949528","XM_023966789.1","NC_036862.1",10977151,10978965
"369","111949529","XM_023966794.1","NC_036840.1",5717114,5732005
"370","111949529","XM_023966802.1","NC_036840.1",5717113,5732005
"371","111949530","XM_023966790.1","NC_036862.1",16259821,16263580
"372","111949531","XM_023966791.1","NC_036862.1",16266105,16327300
"373","111949533","XM_023966795.1","NC_036862.1",10358237,10371842
"374","111949533","XM_023966796.1","NC_036862.1",10358238,10371842
"375","111949533","XM_023966797.1","NC_036862.1",10358234,10371842
"376","111949534","XM_023966798.1","NC_036862.1",21199341,21206229
"377","111949534","XM_023966799.1","NC_036862.1",21199341,21206229
"378","111949535","XM_023966800.2","NC_036862.1",6006946,6014519
"379","111949535","XM_023966801.2","NC_036862.1",6009031,6014519
"380","111949537","XM_023966803.1","NC_036862.1",21541231,21594518
"381","111949537","XM_023966804.1","NC_036862.1",21541249,21593736
"382","111949538","XM_023966805.1","NC_036862.1",32115614,32117535
"383","111949539","XM_023966806.2","NC_036862.1",31543412,31554955
"384","111949540","XM_023966807.1","NC_036862.1",4319252,4348149
"385","111949542","XM_023966817.1","NC_036840.1",5733056,5813514
"386","111949543","XM_023966811.2","NC_036862.1",31589799,31620796
"387","111949544","XM_023966812.1","NC_036862.1",34911978,34940372
"388","111949544","XM_023966813.1","NC_036862.1",34911978,34939075
"389","111949544","XM_023966814.1","NC_036862.1",34911978,34940372
"390","111949544","XM_023966818.1","NC_036862.1",34911978,34931059
"391","111949545","XM_024134506.1","NC_036862.1",17955186,17963364
"392","111949546","XM_023966820.1","NC_036862.1",666196,672835
"393","111949547","XM_023966821.2","NC_036862.1",16459808,16482653
"394","111949548","XM_023966822.1","NC_036862.1",16385881,16431198
"395","111949548","XM_023966823.1","NC_036862.1",16385881,16431198
"396","111949548","XM_023966824.1","NC_036862.1",16385881,16431197
"397","111949548","XM_023966825.1","NC_036862.1",16385881,16425522
"398","111949549","XM_023966829.1","NC_036840.1",5826522,5844502
"399","111949550","XM_023966826.1","NC_036862.1",16665683,16715352
"400","111949551","XM_023966827.1","NC_036862.1",16334165,16337472
"401","111949552","XM_023966828.1","NC_036862.1",16341870,16349335
"402","111949552","XM_023966830.1","NC_036862.1",16341870,16349745
"403","111949552","XM_023966831.1","NC_036862.1",16341870,16351114
"404","111949552","XM_023966832.1","NC_036862.1",16341870,16353504
"405","111949552","XM_023966833.1","NC_036862.1",16341870,16351114
"406","111949552","XM_023966834.1","NC_036862.1",16341870,16351114
"407","111949553","XM_023966835.1","NC_036862.1",16520030,16522845
"408","111949554","XM_023966836.2","NC_036862.1",16621697,16644614
"409","111949555","XM_023966837.1","NC_036862.1",16444652,16447372
"410","111949556","XM_023966838.1","NC_036862.1",16360211,16376926
"411","111949556","XM_023966839.1","NC_036862.1",16361548,16376926
"412","111949557","XM_023966842.2","NC_036840.1",5869846,5875314
"413","111949557","XM_023966848.2","NC_036840.1",5869846,5875037
"414","111949558","XM_023966840.1","NC_036862.1",16560808,16562475
"415","111949558","XM_023966841.1","NC_036862.1",16560808,16562480
"416","111949559","XM_023966843.1","NC_036862.1",16546671,16557493
"417","111949564","XM_023966846.2","NC_036862.1",33148818,33194106
"418","111949564","XM_023966847.2","NC_036862.1",33157357,33194106
"419","111949565","XM_023966849.2","NC_036862.1",8728639,8739429
"420","111949565","XM_023966850.2","NC_036862.1",8728640,8739429
"421","111949565","XM_023966851.2","NC_036862.1",8728640,8733441
"422","111949567","XM_023966852.1","NC_036862.1",30232279,30413999
"423","111949568","XM_024147854.1","NC_036862.1",21207767,21214398
"424","111949570","XM_023966854.1","NC_036862.1",1918094,1926021
"425","111949571","XM_023966858.2","NC_036840.1",5875994,5883339
"426","111949572","XM_023966855.1","NC_036862.1",1889478,1914561
"427","111949572","XM_024134505.1","NC_036862.1",1889478,1914566
"428","111949573","XM_023966856.1","NC_036862.1",1821466,1825093
"429","111949574","XM_023966857.1","NC_036862.1",27201242,27213965
"430","111949575","XM_023966859.1","NC_036862.1",19833433,19872166
"431","111949576","XM_023966860.1","NC_036862.1",20085199,20159542
"432","111949578","XM_023966861.1","NC_036862.1",2460304,2463023
"433","111949579","XM_023966862.1","NC_036862.1",5530304,5542476
"434","111949579","XM_023966863.1","NC_036862.1",5530304,5542476
"435","111949580","XM_023966864.1","NC_036862.1",28978469,28985018
