NCBI	POS	ID	SB	LB	PL
NC_036838.1	16009830	NC_036838.1_16009830	0.0127126	0	0.0143993
NC_036838.1	16009888	NC_036838.1_16009888	0	0	0
NC_036838.1	16009889	NC_036838.1_16009889	0	0	0
NC_036838.1	16009997	NC_036838.1_16009997	0.036108	0	0.024036
NC_036838.1	16010054	NC_036838.1_16010054	0.0329381	0	0.0180905
NC_036838.1	16010190	NC_036838.1_16010190	0.0119456	0	0.00551165
NC_036838.1	16225440	NC_036838.1_16225440	0	0.0535846	0.0802965
NC_036838.1	16225621	NC_036838.1_16225621	0	0.0446164	0.118159
NC_036838.1	16540651	NC_036838.1_16540651	0	0.234083	0.365413
NC_036838.1	16848890	NC_036838.1_16848890	0	0.270746	0.238529
NC_036838.1	17072044	NC_036838.1_17072044	0	0.216026	0.19522
NC_036838.1	17417888	NC_036838.1_17417888	0.0146166	0.00548116	0
NC_036838.1	17417919	NC_036838.1_17417919	0.0505985	0.0594575	0
NC_036838.1	17419982	NC_036838.1_17419982	0.0564792	0.100749	0
NC_036838.1	17420205	NC_036838.1_17420205	0.0200396	0.146114	0.0558321
NC_036838.1	17546611	NC_036838.1_17546611	0.0362976	0.00740986	0.133847
NC_036838.1	17546625	NC_036838.1_17546625	0.035472	0.00815683	0.131991
NC_036838.1	17546726	NC_036838.1_17546726	0.0365851	0.00894503	0.142055
NC_036838.1	18078963	NC_036838.1_18078963	0.154716	0	0.160664
NC_036838.1	18083383	NC_036838.1_18083383	0.13496	0	0.257135
NC_036838.1	18083404	NC_036838.1_18083404	0.127742	0	0.247198
NC_036838.1	19407028	NC_036838.1_19407028	0.00168905	0	0
NC_036838.1	20162067	NC_036838.1_20162067	0.059965	0.0193904	0.18905
NC_036838.1	20162068	NC_036838.1_20162068	0.059965	0.0193904	0.18905
NC_036838.1	20162069	NC_036838.1_20162069	0.0662258	0.0124	0.180609
NC_036838.1	20162070	NC_036838.1_20162070	0.059965	0.0193904	0.18905
NC_036838.1	20162071	NC_036838.1_20162071	0.059965	0.0193904	0.18905
NC_036838.1	20162072	NC_036838.1_20162072	0.059965	0.0193904	0.18905
NC_036838.1	20162073	NC_036838.1_20162073	0.059965	0.0193904	0.18905
NC_036838.1	20162074	NC_036838.1_20162074	0.0547731	0.0152835	0.178135
NC_036838.1	20910416	NC_036838.1_20910416	0	0.00437254	0.0318575
NC_036838.1	20910417	NC_036838.1_20910417	0.502976	0	0.502976
NC_036838.1	20910418	NC_036838.1_20910418	0	0	0.0278415
NC_036838.1	20910424	NC_036838.1_20910424	0.0259099	0	0.0259099
NC_036838.1	20910425	NC_036838.1_20910425	0.542234	0	0.542234
NC_036838.1	20910427	NC_036838.1_20910427	0.56616	0	0.56616
NC_036838.1	20910430	NC_036838.1_20910430	0.108553	0	0.108553
NC_036838.1	20977876	NC_036838.1_20977876	0	0	0
NC_036838.1	20977949	NC_036838.1_20977949	0	0	0
NC_036838.1	20978082	NC_036838.1_20978082	0	0	0
NC_036838.1	20978083	NC_036838.1_20978083	0	0	0
NC_036838.1	20978084	NC_036838.1_20978084	0	0	0
NC_036838.1	21007638	NC_036838.1_21007638	0.0685749	0.00926715	0.00490807
NC_036838.1	21007640	NC_036838.1_21007640	0.0685749	0.00926715	0.00490807
NC_036838.1	21007647	NC_036838.1_21007647	0.0685749	0.00926715	0.00490807
NC_036838.1	21033984	NC_036838.1_21033984	0.0151078	0.0151078	0
NC_036838.1	21475434	NC_036838.1_21475434	0	0.0131227	0
NC_036838.1	21475752	NC_036838.1_21475752	0	0.0917643	0.116076
NC_036838.1	21475797	NC_036838.1_21475797	0	0.0917643	0.116076
NC_036838.1	21519204	NC_036838.1_21519204	0	0	0
NC_036838.1	21519240	NC_036838.1_21519240	0.0292568	0	0.0292568
NC_036838.1	21519274	NC_036838.1_21519274	0	0.00129017	0.00491706
NC_036838.1	21803980	NC_036838.1_21803980	0.0377515	0	0.0393436
NC_036838.1	21851611	NC_036838.1_21851611	0.0216603	0	0.0968132
NC_036838.1	21851612	NC_036838.1_21851612	0.0269056	0	0.101385
NC_036838.1	21851616	NC_036838.1_21851616	0.0184835	0	0.12122
NC_036838.1	21851617	NC_036838.1_21851617	0.030219	0	0.138742
NC_036838.1	21851629	NC_036838.1_21851629	0.0332324	0	0.15355
NC_036838.1	21851653	NC_036838.1_21851653	0.0254943	0	0.0951229
NC_036838.1	21851655	NC_036838.1_21851655	0.0127221	0.000500188	0.109996
NC_036838.1	21851657	NC_036838.1_21851657	0.0286858	0	0.0909865
NC_036838.1	21854569	NC_036838.1_21854569	0.0373245	0	0.015038
NC_036838.1	21854634	NC_036838.1_21854634	0	0.00273573	0.0272354
NC_036838.1	22447271	NC_036838.1_22447271	0.0145046	0	0
NC_036838.1	22703205	NC_036838.1_22703205	0.0843488	0.0134988	0.00916565
NC_036838.1	22806486	NC_036838.1_22806486	0.0840722	0.00354986	0.0139358
NC_036838.1	23274929	NC_036838.1_23274929	0.000153007	0.00151314	0.0459901
NC_036838.1	23585412	NC_036838.1_23585412	0.0489792	0.0489792	0
NC_036838.1	23993271	NC_036838.1_23993271	0.00524793	0.00531633	0
NC_036838.1	23993281	NC_036838.1_23993281	0	0	0.00767305
NC_036838.1	24266014	NC_036838.1_24266014	0	0	0.0240129
NC_036838.1	25643501	NC_036838.1_25643501	0	0.010663	0.0135054
NC_036838.1	25663294	NC_036838.1_25663294	0	0	0
NC_036838.1	25899202	NC_036838.1_25899202	0	0.050939	0.050939
NC_036838.1	26180451	NC_036838.1_26180451	0	0.00849625	0.0163047
NC_036838.1	26293788	NC_036838.1_26293788	0	0.0523244	0.0251432
NC_036838.1	26293958	NC_036838.1_26293958	0.0249867	0.0442219	0.208039
NC_036838.1	27104535	NC_036838.1_27104535	0	0	0
NC_036838.1	27104591	NC_036838.1_27104591	0.0138093	0	0.0138093
NC_036838.1	27104603	NC_036838.1_27104603	0	0	0
NC_036838.1	27104636	NC_036838.1_27104636	0.0325785	0	0.0325785
NC_036838.1	27106296	NC_036838.1_27106296	0.0413266	0.0823696	0
NC_036838.1	27315995	NC_036838.1_27315995	0.0257359	0	0.023742
NC_036838.1	28043300	NC_036838.1_28043300	0	0	0
NC_036838.1	28043312	NC_036838.1_28043312	0	0	0
NC_036838.1	28370037	NC_036838.1_28370037	0.114792	0.556454	0.2521
NC_036838.1	28370121	NC_036838.1_28370121	0.114792	0.556454	0.2521
NC_036838.1	28642357	NC_036838.1_28642357	0.0377484	0.113805	0.303328
NC_036838.1	28651806	NC_036838.1_28651806	0.0524383	0.083542	0.281339
NC_036838.1	28744041	NC_036838.1_28744041	0.0318043	0.200586	0.0845707
NC_036838.1	28794290	NC_036838.1_28794290	0	0	0
NC_036838.1	29058982	NC_036838.1_29058982	0.337571	0.206695	0.00774986
NC_036838.1	30258008	NC_036838.1_30258008	0.0469346	0.141457	0.00562077
NC_036838.1	30420728	NC_036838.1_30420728	0.0557182	0.154777	0.0243628
NC_036838.1	30973640	NC_036838.1_30973640	0.159196	0.138128	0.56017
NC_036838.1	30991317	NC_036838.1_30991317	0.133862	0.169389	0.54251
NC_036838.1	31956372	NC_036838.1_31956372	0.000142837	0.000142837	0.037493
NC_036838.1	32564169	NC_036838.1_32564169	0.0331477	0.0160962	0
NC_036838.1	32860462	NC_036838.1_32860462	0.0460342	0.181054	0.0504388
NC_036838.1	33148621	NC_036838.1_33148621	0.0338229	0	0.0905583
NC_036838.1	33173277	NC_036838.1_33173277	0.0265163	0.00791833	0.099048
NC_036838.1	33173488	NC_036838.1_33173488	0.0265163	0.00791833	0.099048
NC_036838.1	33173521	NC_036838.1_33173521	0.0265163	0.00791833	0.099048
NC_036838.1	33303960	NC_036838.1_33303960	0	0	0
NC_036838.1	33303961	NC_036838.1_33303961	0	0	0
NC_036838.1	33422078	NC_036838.1_33422078	0.0535057	0.0178466	0
NC_036838.1	33818260	NC_036838.1_33818260	0	0	0
NC_036838.1	33818311	NC_036838.1_33818311	0	0	0
NC_036838.1	33857406	NC_036838.1_33857406	0	0	0
NC_036838.1	34105285	NC_036838.1_34105285	0.0140845	0	0.0140845
NC_036838.1	34772028	NC_036838.1_34772028	0.557112	0.0406537	0.214538
NC_036838.1	35302333	NC_036838.1_35302333	0.443367	0.0337784	0.22647
NC_036838.1	35517043	NC_036838.1_35517043	0.251603	0.0105309	0.118947
NC_036838.1	35542223	NC_036838.1_35542223	0.00822767	0.00729368	0.0738879
NC_036838.1	35626419	NC_036838.1_35626419	0.281393	0.0477719	0.0816665
NC_036838.1	35831807	NC_036838.1_35831807	0.033852	0	0.0482927
NC_036838.1	35873087	NC_036838.1_35873087	0	0.0219861	0.0123469
NC_036838.1	36008384	NC_036838.1_36008384	0.0344314	0	0.0294008
NC_036838.1	36451383	NC_036838.1_36451383	0.103864	0	0.176528
NC_036838.1	37008717	NC_036838.1_37008717	0.0100048	0.0176632	0
NC_036838.1	37052474	NC_036838.1_37052474	0	0	0
NC_036838.1	37383388	NC_036838.1_37383388	0.00675924	0.00113357	0
NC_036838.1	37423512	NC_036838.1_37423512	0.0202477	0.0492095	0
NC_036838.1	37436622	NC_036838.1_37436622	0.0013885	0.0147778	0
NC_036838.1	37506060	NC_036838.1_37506060	0.0106631	0.0199349	0
NC_036838.1	37643308	NC_036838.1_37643308	0	0.043402	0.0618755
NC_036838.1	38017835	NC_036838.1_38017835	0	0	0
NC_036838.1	38241962	NC_036838.1_38241962	0.0769475	0.0658293	0
NC_036838.1	38427194	NC_036838.1_38427194	0.0620521	0.0719263	0
NC_036838.1	38430375	NC_036838.1_38430375	0.0709739	0.0881085	0
NC_036838.1	38487346	NC_036838.1_38487346	0.0666618	0.0741376	0
NC_036838.1	38576659	NC_036838.1_38576659	0.0280057	0.0405938	0
NC_036838.1	39084304	NC_036838.1_39084304	0	0.101003	0.0549713
NC_036838.1	39084316	NC_036838.1_39084316	0.0192267	0.165146	0.0682212
NC_036838.1	39084326	NC_036838.1_39084326	0	0.101003	0.0549713
NC_036838.1	39084411	NC_036838.1_39084411	0	0.0992563	0.051386
NC_036838.1	39084440	NC_036838.1_39084440	0	0.0992563	0.051386
NC_036838.1	39084493	NC_036838.1_39084493	0	0.0992563	0.051386
NC_036838.1	39084495	NC_036838.1_39084495	0	0.0992563	0.051386
NC_036838.1	39124279	NC_036838.1_39124279	0.00835917	0.153237	0.0806427
NC_036838.1	39583058	NC_036838.1_39583058	0.017029	0	0.00961615
NC_036838.1	40117847	NC_036838.1_40117847	0.201445	0.0735375	0.0207141
NC_036838.1	40117899	NC_036838.1_40117899	0.20144	0.0734375	0.019432
NC_036838.1	40863384	NC_036838.1_40863384	0	0.0628884	0.085793
NC_036838.1	40986016	NC_036838.1_40986016	0.0448139	0	0.0280933
NC_036838.1	41645054	NC_036838.1_41645054	0.18924	0	0.161687
NC_036838.1	41675382	NC_036838.1_41675382	0.108073	0.057884	0
NC_036838.1	41898494	NC_036838.1_41898494	0.2498	0.00314893	0.141244
NC_036838.1	41898658	NC_036838.1_41898658	0.2498	0.00314893	0.141244
NC_036838.1	42133198	NC_036838.1_42133198	0.114656	0	0.0185854
NC_036838.1	42133237	NC_036838.1_42133237	0	0.0461261	0.0461261
NC_036838.1	42405781	NC_036838.1_42405781	0.422204	0.0421481	0.252548
NC_036838.1	42405785	NC_036838.1_42405785	0.422204	0.0421481	0.252548
NC_036838.1	42405794	NC_036838.1_42405794	0.422204	0.0421481	0.252548
NC_036838.1	42414179	NC_036838.1_42414179	0.0369002	0	0.0369002
NC_036838.1	42454040	NC_036838.1_42454040	0.390515	0.0122805	0.235919
NC_036838.1	42456874	NC_036838.1_42456874	0.338992	0	0.277635
NC_036838.1	42564901	NC_036838.1_42564901	0	0	0
NC_036838.1	42649244	NC_036838.1_42649244	0.431889	0.0191058	0.257572
NC_036838.1	42661707	NC_036838.1_42661707	0.466376	0.0305224	0.264193
NC_036838.1	43054818	NC_036838.1_43054818	0	0.0161483	0.0522122
NC_036838.1	43301929	NC_036838.1_43301929	0.00420957	0.00926715	0.0639049
NC_036838.1	43836869	NC_036838.1_43836869	0.163572	0	0.136034
NC_036838.1	44058922	NC_036838.1_44058922	0.0383584	0.0269608	0
NC_036838.1	44058923	NC_036838.1_44058923	0.0487088	0.0215449	0
NC_036838.1	44060570	NC_036838.1_44060570	0.209416	0.091798	0.00443451
NC_036838.1	44060597	NC_036838.1_44060597	0.209416	0.091798	0.00443451
NC_036838.1	45983345	NC_036838.1_45983345	0.0189201	0.0214384	0.116156
NC_036838.1	46170048	NC_036838.1_46170048	0.050548	0	0.104312
NC_036838.1	46396134	NC_036838.1_46396134	0	0.00665569	0.00665569
NC_036838.1	46919971	NC_036838.1_46919971	0.0472081	0.428458	0.256097
NC_036838.1	47305734	NC_036838.1_47305734	0.158192	0.591959	0.184908
NC_036838.1	47373587	NC_036838.1_47373587	0.159325	0.572467	0.254945
NC_036838.1	47531867	NC_036838.1_47531867	0.19185	0.0328615	0.0557695
NC_036838.1	48154408	NC_036838.1_48154408	0.447934	0.121283	0.141902
NC_036838.1	48870243	NC_036838.1_48870243	0.0414415	0	0.082864
NC_036838.1	48870245	NC_036838.1_48870245	0.0292706	0.00376576	0.0888094
NC_036838.1	49474825	NC_036838.1_49474825	0.0542092	0.30212	0.566409
NC_036838.1	49662927	NC_036838.1_49662927	0	0.0039845	0
NC_036838.1	49662957	NC_036838.1_49662957	0.0349352	0.388826	0.697211
NC_036838.1	50014757	NC_036838.1_50014757	0	0.0167077	0
NC_036838.1	50014758	NC_036838.1_50014758	0	0.0167077	0
NC_036838.1	50014759	NC_036838.1_50014759	0	0.0185803	0
NC_036838.1	50014760	NC_036838.1_50014760	0	0.0185803	0
NC_036838.1	50014762	NC_036838.1_50014762	0	0.0167077	0
NC_036838.1	50014763	NC_036838.1_50014763	0	0.0185803	0
NC_036838.1	50014765	NC_036838.1_50014765	0	0.0185803	0
NC_036838.1	50014766	NC_036838.1_50014766	0	0.0204597	0
NC_036838.1	50164162	NC_036838.1_50164162	0.0295522	0	0.0127477
NC_036838.1	51038938	NC_036838.1_51038938	0	0	0
NC_036838.1	51171656	NC_036838.1_51171656	0	0.0113887	0.0197786
NC_036838.1	51171668	NC_036838.1_51171668	0	0	0
NC_036838.1	51171681	NC_036838.1_51171681	0.00584887	0	0.0048933
NC_036838.1	51171691	NC_036838.1_51171691	0	0	0
NC_036838.1	51171693	NC_036838.1_51171693	0	0.00206402	0
NC_036838.1	51382401	NC_036838.1_51382401	0.0236633	0	0.0107076
NC_036838.1	51616711	NC_036838.1_51616711	0	0.108432	0.0976539
NC_036838.1	51617780	NC_036838.1_51617780	0.0190917	0	0.0190917
NC_036838.1	51715565	NC_036838.1_51715565	0.0877652	0	0.127586
NC_036838.1	51715729	NC_036838.1_51715729	0.0646679	0	0.0966151
NC_036838.1	51715730	NC_036838.1_51715730	0.0877652	0	0.127586
NC_036838.1	51715740	NC_036838.1_51715740	0.0877652	0	0.127586
NC_036838.1	51715781	NC_036838.1_51715781	0.0877652	0	0.127586
NC_036838.1	52764606	NC_036838.1_52764606	0.196225	0.19297	0
NC_036838.1	52764760	NC_036838.1_52764760	0.196225	0.19297	0
NC_036838.1	52764767	NC_036838.1_52764767	0.196225	0.19297	0
NC_036838.1	52764812	NC_036838.1_52764812	0.196225	0.19297	0
NC_036838.1	52942010	NC_036838.1_52942010	0	0.0170814	0
NC_036838.1	52942082	NC_036838.1_52942082	0.128439	0.186737	0
NC_036838.1	52942225	NC_036838.1_52942225	0	0.0170814	0
NC_036838.1	53897573	NC_036838.1_53897573	0.000361986	0	0
NC_036838.1	54119011	NC_036838.1_54119011	0.223584	0.0547846	0.038932
NC_036838.1	54294227	NC_036838.1_54294227	0.218224	0.0492025	0.0492025
NC_036838.1	54294262	NC_036838.1_54294262	0.234336	0.0492025	0.0530404
NC_036838.1	54294374	NC_036838.1_54294374	0.22098	0.0473481	0.0510666
NC_036838.1	54591613	NC_036838.1_54591613	0	0	0
NC_036838.1	54591666	NC_036838.1_54591666	0	0	0
NC_036838.1	54591786	NC_036838.1_54591786	0	0	0
NC_036838.1	54591814	NC_036838.1_54591814	0	0	0
NC_036838.1	54591842	NC_036838.1_54591842	0	0	0
NC_036838.1	54591854	NC_036838.1_54591854	0.0599111	0.00765424	0.0013403
NC_036838.1	55521879	NC_036838.1_55521879	0	0.0512289	0.0149188
NC_036838.1	56061457	NC_036838.1_56061457	0.303358	0	0.227549
NC_036838.1	56061458	NC_036838.1_56061458	0.291674	0	0.234897
NC_036838.1	56153982	NC_036838.1_56153982	0.297142	0	0.305258
NC_036838.1	56471181	NC_036838.1_56471181	0.211797	0	0.300773
NC_036838.1	56938637	NC_036838.1_56938637	0	0	0
NC_036838.1	57025557	NC_036838.1_57025557	0.230761	0.0487253	0.0492709
NC_036838.1	57430512	NC_036838.1_57430512	0.00600402	0	0.0133758
NC_036838.1	57592782	NC_036838.1_57592782	0.0096349	0	0.0096349
NC_036838.1	57853846	NC_036838.1_57853846	0	0.0146197	0
NC_036839.1	1099980	NC_036839.1_1099980	0	0	0
NC_036839.1	1099983	NC_036839.1_1099983	0.0230931	0	0
NC_036839.1	1552790	NC_036839.1_1552790	0.0412458	0.0495473	0.22529
NC_036839.1	1552817	NC_036839.1_1552817	0.0412458	0.0495473	0.22529
NC_036839.1	1552873	NC_036839.1_1552873	0.0449891	0.0537827	0.231693
NC_036839.1	1622988	NC_036839.1_1622988	0.017486	0	0.0388757
NC_036839.1	1622989	NC_036839.1_1622989	0.0232232	0	0.0577938
NC_036839.1	1658197	NC_036839.1_1658197	0.0819279	0.0525871	0.28904
NC_036839.1	1658257	NC_036839.1_1658257	0.0756206	0.0715552	0.313823
NC_036839.1	1658267	NC_036839.1_1658267	0.0756206	0.0715552	0.313823
NC_036839.1	1658482	NC_036839.1_1658482	0.100697	0.0743082	0.355038
NC_036839.1	1658484	NC_036839.1_1658484	0.100697	0.0743082	0.355038
NC_036839.1	1726864	NC_036839.1_1726864	0.00503611	0.046917	0.00503611
NC_036839.1	1726866	NC_036839.1_1726866	0.00503611	0.046917	0.00503611
NC_036839.1	1958433	NC_036839.1_1958433	0.00951328	0	0.0054798
NC_036839.1	1958434	NC_036839.1_1958434	0.00951328	0	0.0054798
NC_036839.1	2694049	NC_036839.1_2694049	0	0.0174776	0.0138038
NC_036839.1	3047075	NC_036839.1_3047075	0	0	0
NC_036839.1	3047115	NC_036839.1_3047115	0.0267661	0	0.0267661
NC_036839.1	3047120	NC_036839.1_3047120	0.00325771	0	0.00325771
NC_036839.1	3425424	NC_036839.1_3425424	0	0	0
NC_036839.1	3425455	NC_036839.1_3425455	0.000735171	0	0.0440486
NC_036839.1	3425506	NC_036839.1_3425506	0.00499583	0	0.00595971
NC_036839.1	3425508	NC_036839.1_3425508	0.0232044	0.0146143	0
NC_036839.1	3425510	NC_036839.1_3425510	0	0	0.000176897
NC_036839.1	4602371	NC_036839.1_4602371	0	0.0011161	0.0063407
NC_036839.1	5938652	NC_036839.1_5938652	0	0	0
NC_036839.1	7490217	NC_036839.1_7490217	0.00690008	0.00221791	0
NC_036839.1	7490223	NC_036839.1_7490223	0.00533398	0	0.0085743
NC_036839.1	9226936	NC_036839.1_9226936	0	0	0.0137341
NC_036839.1	9447152	NC_036839.1_9447152	0	0	0.0139129
NC_036839.1	10596256	NC_036839.1_10596256	0	0.0509339	0.0447316
NC_036839.1	10596260	NC_036839.1_10596260	0	0.0523375	0.0488364
NC_036839.1	11522957	NC_036839.1_11522957	0.00425821	0.00425821	0
NC_036839.1	11726780	NC_036839.1_11726780	0.0456278	0	0.0456278
NC_036839.1	12097073	NC_036839.1_12097073	0.0221472	0	0.0684987
NC_036839.1	12360822	NC_036839.1_12360822	0.0267327	0.223084	0.0997243
NC_036839.1	12523030	NC_036839.1_12523030	0	0	0.00917265
NC_036839.1	12671935	NC_036839.1_12671935	0.0136251	0	0.0384178
NC_036839.1	12991605	NC_036839.1_12991605	0	0	0
NC_036839.1	13068587	NC_036839.1_13068587	0.068937	0.00151283	0.170974
NC_036839.1	14274664	NC_036839.1_14274664	0.04	0	0.04
NC_036839.1	15047521	NC_036839.1_15047521	0	0.036785	0
NC_036839.1	15421416	NC_036839.1_15421416	0	0.0178353	0
NC_036839.1	15602497	NC_036839.1_15602497	0.0306413	0.0233998	0.158343
NC_036839.1	15605045	NC_036839.1_15605045	0.0225206	0.0833821	0.21678
NC_036839.1	15605053	NC_036839.1_15605053	0.0185912	0.0787344	0.207965
NC_036839.1	15605122	NC_036839.1_15605122	0.02497	0.0602496	0.184669
NC_036839.1	15723722	NC_036839.1_15723722	0.15271	0	0.20468
NC_036839.1	16082698	NC_036839.1_16082698	0.231092	0.312975	0.00320703
NC_036839.1	16234812	NC_036839.1_16234812	0.0518429	0.271242	0.111005
NC_036839.1	16234813	NC_036839.1_16234813	0.0516469	0.277471	0.111182
NC_036839.1	16686903	NC_036839.1_16686903	0.204492	0.252449	0.736633
NC_036839.1	16908199	NC_036839.1_16908199	0.230189	0.321671	0.80733
